NormalisedCityPair;DepartureCode;ArrivalCode;Departure_lat;Departure_lon;Arrival_lat;Arrival_lon
London - Zurich;LHR;ZRH;51.5;-0.45;47.45;8.57
Geneva - Moscow;SVO;GVA;56;37.42;46.23;6.11
Cairo - Mauritius;CAI;MRU;-26.1;28.23;-20.43;57.68
Dublin - Madrid;MAD;DUB;40.5;-3.58;53.34;-6.25
Los Angeles - New York;LAX;JFK;34.1;-118.24;40.64;-73.79
Dubai - Dubai;DXB;DXB;23.6;58.29;25.25;55.35
Geneva - Nice;GVA;NCE;46.2;6.11;43.67;7.21
Madrid - Paris;CDG;MAD;49;2.54;40.46;-3.58
Boston - New York;BOS;LGA;42.2;-71;40.77;-73.88
Frankfurt - Houston;IAH;FRA;30;-95.34;50.05;8.56
London - Sao Paulo;SAO;LHR;-14.2;-51.41;51.47;-0.45
Paris - Shanghai;PVG;CDG;31.1;121.8;49.01;2.54
Beijing - Shanghai;PEK;PVG;40.1;116.58;31.12;121.8
Tokyo - Zurich;NRT;ZRH;35.8;140.39;47.45;8.57
Madras - Singapore;SIN;MAA;1.3;103.98;13.05;80.23
Pittsburgh - San Francisco;PIT;SFO;40.6;-73.79;37.61;-122.39
Hong Kong - Zurich;HKG;ZRH;22.3;113.94;47.45;8.57
Geneva - Munich;GVA;MUC;46.2;6.11;48.34;11.77
Beirut - Jeddah;BEY;JED;33.8;35.49;21.67;39.15
San Francisco - Tokyo;SFO;HND;37.6;-122.39;35.55;139.75
Amsterdam - Dar Es Salaam;DAR;AMS;-6.9;39.2;52.31;4.75
Antwerp - London;LCY;ANR;51.5;0.05;51.19;4.45
Los Angeles - Taipei;TPE;LAX;25.1;121.24;34.05;-118.24
Dubai - Hong Kong;DXB;HKG;25.3;55.35;22.32;113.94
Karachi - Manchester;MAN;KHI;25.3;55.35;24.9;67.15
Detroit - Frankfurt;DTW;FRA;37.3;-107.75;50.05;8.56
London - Singapore;SIN;LHR;1.3;103.98;51.47;-0.45
Krakow - London;KRK;LHR;48.2;16.37;51.47;-0.45
Auckland-intl - Sydney;SYD;AKL;-33.9;151.23;-37;174.79
Charlotte - London;LGW;CLT;51.2;-0.16;35.22;-80.95
Dresden - Frankfurt;FRA;DRS;50.1;8.56;51.12;13.77
Frankfurt - Lisbon;FRA;LIS;50.1;8.56;38.77;-9.13
Chicago - Paris;CDG;ORD;49;2.54;41.6;-98.93
New York - Toronto;YYZ;JFK;43.7;-79.61;40.64;-73.79
Dubai - Paris;CDG;DXB;49;2.54;25.25;55.35
Chicago - New York;LGA;ORD;40.8;-73.88;41.6;-98.93
Johannesburg - Madrid;MAD;JNB;51.5;-0.45;-26.13;28.23
Athens - Paris;ATH;CDG;37.9;23.72;49.01;2.54
Athens - Singapore;SIN;ATH;1.3;103.98;37.89;23.72
Newark - Singapore;SIN;EWR;1.3;103.98;40.69;-74.18
Geneva - Kuwait;GVA;KWI;50.1;8.56;29.25;47.97
Atlanta - Ft. Lauderdale;FLL;ATL;26.1;-80.13;42.94;-83.53
Madras - Poona;PNQ;MAA;18.6;73.91;13.05;80.23
Kiev-borispol - London;LHR;KBP;51.5;-0.45;50.43;30.55
Jakarta-soekarno - Tokyo;CGK;NRT;-6.1;106.66;35.75;140.39
Frankfurt - Milan;FRA;LIN;50.1;8.56;45.47;9.18
Boston - Chicago;ORD;BOS;41.6;-98.93;42.21;-71
Bergen - Stavanger;BGO;SVG;60.3;5.23;58.88;5.63
Houston - Philadelphia;PHL;IAH;45.1;-89.01;29.98;-95.34
Auckland-intl - Sydney;SYD;AKL;-33.9;151.23;-37;174.79
Madrid - Warsaw;MAD;WAW;48.3;11.77;52.17;20.98
New York - Singapore;SIN;JFK;1.3;103.98;40.64;-73.79
Amsterdam - Paris;CDG;AMS;49;2.54;52.31;4.75
New York - Portland;LGA;PWM;40.8;-73.88;43.65;-70.31
Fort Meyers-regional - Newark;EWR;RSW;40.7;-74.18;26.52;-81.75
Cape Town - Singapore;CPT;SIN;-34;18.59;1.34;103.98
London - Salt Lake City;SLC;LHR;49;2.54;51.47;-0.45
Hong Kong - Manila;HKG;MNL;22.3;113.94;14.51;121.02
Beijing - San Francisco;SFO;PEK;37.6;-122.39;40.07;116.58
Austin - Chicago;AUS;ORD;30.2;-97.67;41.6;-98.93
Aspen - New York;ASE;LGA;39.8;-104.86;40.77;-73.88
Denver - San Francisco;SFO;DEN;37.6;-122.39;39.77;-104.86
New York - Vail/eagle;EGE;JFK;41.3;-85.28;40.64;-73.79
Chicago - Hong Kong;HKG;ORD;22.3;113.94;41.6;-98.93
Beijing - Singapore;PEK;SIN;40.1;116.58;1.34;103.98
Manchester - Washington Dc;MAN;IAD;51.5;-0.45;38.96;-77.45
Greensboro/h Pt/win-salem - Newark;EWR;GSO;40.7;-74.18;36.1;-79.94
Gibraltar - New York;JFK;GIB;51.5;-0.45;36.13;-5.35
Dusseldorf - Paris;CDG;DUS;49;2.54;51.28;6.78
Madrid - Porto;MAD;OPO;40.5;-3.58;41.24;-8.67
Vienna - Zurich;VIE;ZRH;48.2;16.37;47.45;8.57
Madras - Poona;PNQ;MAA;18.6;73.91;13.05;80.23
Munich - Zurich;MUC;ZRH;48.3;11.77;47.45;8.57
Dar Es Salaam - Nairobi;NBO;DAR;-1.3;36.81;-6.88;39.2
San Diego - San Francisco;SAN;SFO;32.7;-102.18;37.61;-122.39
Seoul - Tokyo;HND;GMP;35.6;139.75;37.56;126.79
Beijing - Hong Kong;PEK;HKG;40.1;116.58;22.32;113.94
London - Moscow;LHR;DME;51.5;-0.45;55.42;37.9
San Francisco - Washington Dc;DCA;SFO;38.9;-77.04;37.61;-122.39
Brussels - Singapore;BRU;SIN;45.5;9.18;1.34;103.98
New York - Perth;PER;JFK;22.3;113.94;40.64;-73.79
Budapest - Istanbul;IST;BUD;41;28.99;47.45;19.22
Athens - Milan;LIN;ATH;41.9;12.5;37.89;23.72
Bangalore - Delhi;DEL;BLR;28.7;77.26;12.8;77.65
Hamburg - Nice;HAM;NCE;48.3;11.77;43.67;7.21
Entebbe/kampala - London;LHR;EBB;51.5;-0.45;0.04;32.44
Juneau - Seattle;SEA;JNU;39.9;-75.59;58.36;-134.58
Lisbon - Paris;LIS;PAR;38.8;-9.13;49.01;2.54
Doha - New York;JFK;DOH;25.3;55.35;25.27;51.56
Alma Ata - Frankfurt;ALA;FRA;43.4;77.03;50.05;8.56
Ahmedabad - Bombay;BOM;AMD;19.1;72.86;23.08;72.62
Seoul - Tokyo;NRT;ICN;35.8;140.39;37.45;126.66
Dubai - Nice;DXB;NCE;25.3;55.35;43.67;7.21
San Francisco - Seoul;SFO;ICN;37.6;-122.39;37.45;126.66
Frankfurt - Hamburg;FRA;HAM;50.1;8.56;53.64;10.01
Denver - Oakland;DEN;OAK;39.8;-104.86;40.23;-97.9
Las Vegas - Seoul;ICN;LAS;37.6;-122.39;32.02;-87.96
Hong Kong - Kuala Lumpur;HKG;KUL;22.3;113.94;2.76;101.71
Abu Dhabi - Tokyo;NRT;AUH;35.8;140.39;24.42;54.64
Bombay - Newcastle;NCL;BOM;25.3;55.35;19.09;72.86
Melbourne - Sydney;MEL;SYD;-37.7;144.85;-33.92;151.23
Charlotte - Nashville;CLT;BNA;35.2;-80.95;36.13;-86.67
Jakarta-soekarno - New York;JFK;CGK;22.3;113.94;-6.13;106.66
Frankfurt - Poona;PNQ;FRA;18.6;73.91;50.05;8.56
New York - Philadelphia;JFK;PHL;40.6;-73.79;45.05;-89.01
Aberdeen - London;ABZ;LGW;57.2;-2.2;51.16;-0.16
Moscow - New York;SVO;JFK;56;37.42;40.64;-73.79
Tokyo - Zurich;ZRH;NRT;47.5;8.57;35.75;140.39
Bombay - Delhi;DEL;BOM;28.7;77.26;19.09;72.86
Birmingham - Karachi;BHX;KHI;25.3;55.35;24.9;67.15
Copenhagen - Frankfurt;CPH;FRA;55.6;12.64;50.05;8.56
Buenos Aires - New York;LGA;EZE;33.4;-110.87;-34.81;-58.54
Dubai - Kuala Lumpur;KUL;DXB;2.8;101.71;25.25;55.35
Delhi - Singapore;SIN;DEL;1.3;103.98;28.66;77.26
Belgrade - London;LHR;BEG;48.3;11.77;44.81;20.46
Cardiff Wales - Glasgow;CWL;GLA;51.4;-3.34;55.86;-4.43
Los Angeles - San Francisco;LAX;SFO;34.1;-118.24;37.61;-122.39
Calgary - Montreal;YYC;YUL;51.1;-114.01;45.46;-73.75
Johannesburg - Maputo;MPM;JNB;-25.9;32.57;-26.13;28.23
London - Tokyo;LHR;NRT;51.5;-0.45;35.75;140.39
London - Sao Paulo;LHR;GRU;51.5;-0.45;-23.42;-46.48
Kiev-borispol - London;LGW;KBP;51.2;-0.16;50.43;30.55
Berlin - Munich;MUC;BER;48.3;11.77;47.81;9.6
Vancouver - Whitehorse;YVR;YXY;49.2;-123.17;60.71;-135.08
Moscow - Zurich;SVO;ZRH;56;37.42;47.45;8.57
Bangalore - Poona;BLR;PNQ;12.8;77.65;18.58;73.91
London - New York;LCY;JFK;51.5;0.05;40.64;-73.79
Beijing - Paris;CDG;PEK;49;2.54;40.07;116.58
Frankfurt - Stockholm;FRA;ARN;50.1;8.56;60.74;15.85
Boston - San Francisco;BOS;SFO;42.2;-71;37.61;-122.39
Cologne - Munich;CGN;MUC;50.9;7.11;48.34;11.77
Boston - New York;JFK;BOS;40.6;-73.79;42.21;-71
Los Angeles - Seoul;LAX;ICN;34.1;-118.24;37.45;126.66
Rome - Tokyo;NRT;FCO;35.8;140.39;41.9;12.5
Dubai - Karachi;DXB;KHI;25.3;55.35;24.9;67.15
Charlotte - Philadelphia;PHL;CLT;45.1;-89.01;35.22;-80.95
Geneva - Zurich;ZRH;GVA;47.5;8.57;46.23;6.11
Copenhagen - London;LHR;CPH;51.5;-0.45;55.63;12.64
Kuala Lumpur - Tokyo;NRT;KUL;35.8;140.39;2.76;101.71
Barcelona - Lisbon;LIS;BCN;38.8;-9.13;41.3;2.08
Beijing - Madrid;MAD;BJS;51.5;-0.45;40.07;116.58
Kiev-borispol - Prague;KBP;PRG;50.4;30.55;50.08;14.43
Dubai - Nairobi;DXB;NBO;25.3;55.35;-1.28;36.81
Paris - Rome;CDG;FCO;49;2.54;41.9;12.5
Los Angeles - Singapore;LAX;SIN;34.1;-118.24;1.34;103.98
Birmingham - Hamburg;BHX;HAM;52.5;-1.73;53.64;10.01
Delhi - Teesside;DEL;MME;52.3;4.75;54.51;-1.44
Nice - Singapore;SIN;NCE;49;2.54;43.67;7.21
Hanover - London;HAJ;LHR;52.5;9.7;51.47;-0.45
New York - Tokyo;NRT;LGA;41.6;-98.93;40.77;-73.88
Basel-Mulhouse-Freiburg - Dusseldorf;BSL;DUS;47.6;7.59;51.28;6.78
San Francisco - Tokyo;NRT;SFO;35.8;140.39;37.61;-122.39
Knoxville - New York;TYS;LGA;45.1;-89.01;40.77;-73.88
Frankfurt - Tokyo;HND;FRA;35.6;139.75;50.05;8.56
Osaka - Singapore;SIN;KIX;1.3;103.98;34.43;135.24
San Francisco - Zurich;SFO;ZRH;37.6;-122.39;47.45;8.57
Glasgow - London;LHR;GLA;51.5;-0.45;55.86;-4.43
Bahrain - Paris;CDG;BAH;49;2.54;26.27;50.63
Lisbon - Porto;LIS;OPO;38.8;-9.13;41.24;-8.67
Amsterdam - New York;AMS;JFK;51.5;-0.45;40.64;-73.79
Johannesburg - Windhoek;JNB;WDH;-26.1;28.23;-22.48;17.47
Jakarta-soekarno - New York;CGK;JFK;-6.1;106.66;40.64;-73.79
Ho Chi Minh - London;SGN;LHR;22.3;113.94;51.47;-0.45
Bangalore - Manchester;MAN;BLR;25.3;55.35;12.8;77.65
Madrid - Newark;MAD;EWR;51.5;-0.45;40.69;-74.18
Dar Es Salaam - Johannesburg;JNB;DAR;-26.1;28.23;-6.88;39.2
London - Munich;LCY;MUC;51.5;0.05;48.34;11.77
Athens - Zurich;ATH;ZRH;37.9;23.72;47.45;8.57
Delhi - Newcastle;DEL;NCL;51.5;-0.45;55.04;-1.71
Madrid - Sao Paulo;GRU;MAD;-23.4;-46.48;40.46;-3.58
Guam - New York;JFK;GUM;35.8;140.39;13.48;144.75
Accra - Dubai;DXB;ACC;25.3;55.35;5.6;-0.17
Delhi - Manchester;DEL;MAN;25.3;55.35;53.37;0.1
Chicago - Manila;ORD;MNL;13.5;144.75;14.51;121.02
Entebbe/kampala - Geneva;GVA;EBB;51.5;-0.45;0.04;32.44
Munich - Seoul;MUC;ICN;48.3;11.77;37.45;126.66
Geneva - Munich;MUC;GVA;48.3;11.77;46.23;6.11
Edinburgh - London;LHR;EDI;51.5;-0.45;55.96;-3.34
Dusseldorf - Munich;MUC;DUS;48.3;11.77;51.28;6.78
Perth - Singapore;PER;SIN;-31.9;115.97;1.34;103.98
Abu Dhabi - London;AUH;LHR;24.4;54.64;51.47;-0.45
Denver - Newark;EWR;DEN;40.7;-74.18;39.77;-104.86
London - Madrid;LHR;MAD;51.5;-0.45;40.46;-3.58
Ankara-esenboga - Hong Kong;HKG;ESB;41;28.99;40.11;32.99
Santiago - Sao Paulo;GRU;SCL;-23.4;-46.48;-33.39;-70.79
Lisbon - Paris;ORY;LIS;48.7;2.37;38.77;-9.13
Jacksonville - Newark;EWR;JAX;40.7;-74.18;33.81;-85.76
Perth - Singapore;SIN;PER;1.3;103.98;-31.94;115.97
Delhi - Singapore;DEL;SIN;28.7;77.26;1.34;103.98
Singapore - Sydney;SYD;SIN;-33.9;151.23;1.34;103.98
Jeddah - Karachi;KHI;JED;24.9;67.15;21.67;39.15
Chicago - Pittsburgh;PIT;ORD;48.7;-94.74;41.6;-98.93
New York - Vilnius;VNO;JFK;60.3;24.97;40.64;-73.79
Monterrey - New York;LGA;MTY;30;-95.34;25.82;-100.32
Accra - Nairobi;NBO;ACC;-1.3;36.81;5.6;-0.17
Houston - Phoenix;IAH;PHX;30;-95.34;33.44;-112.03
Dubai - Islamabad/rawalpindi;DXB;ISB;25.3;55.35;33.61;73.1
Dallas - Tokyo;NRT;DFW;35.8;140.39;32.87;-97.04
Frankfurt - Madrid;MAD;FRA;40.5;-3.58;50.05;8.56
Delhi - Hong Kong;DEL;HKG;28.7;77.26;22.32;113.94
Milwaukee - Minneapolis;MSP;MKE;44.9;-93.2;42.95;-87.91
Matsuyama Shikoku - Tokyo;MYJ;HND;33.8;132.7;35.55;139.75
Newark - Vancouver;YVR;EWR;49.2;-123.17;40.69;-74.18
London - Montevideo;LHR;MVD;40.5;-3.58;-34.83;-56.03
New York - Santo Domingo;SDQ;JFK;18.4;-69.67;40.64;-73.79
Chicago - Springfield;ORD;SGF;41.6;-98.93;37.24;-93.38
London - Madrid;LHR;MAD;51.5;-0.45;40.46;-3.58
Madrid - New York;MAD;JFK;40.5;-3.58;40.64;-73.79
Atlanta - Charlotte;CLT;ATL;35.2;-80.95;42.94;-83.53
Houston - Los Angeles;LAX;IAH;34.1;-118.24;29.98;-95.34
Halifax - London;LHR;YHZ;51.5;-0.45;44.89;-63.52
New York - Venice;JFK;VCE;40.6;-73.79;45.44;12.32
New York - Washington Dc;IAD;LGA;39;-77.45;40.77;-73.88
Bangkok - Dubai;DXB;BKK;25.3;55.35;13.71;100.77
Newark - Singapore;SIN;EWR;1.3;103.98;40.69;-74.18
Cleveland - New York;JFK;CLE;40.6;-73.79;45.46;-120.2
Seoul - Washington Dc;IAD;ICN;39;-77.45;37.45;126.66
Tokyo - Washington Dc;NRT;IAD;35.8;140.39;38.96;-77.45
Dubai - Singapore;DXB;SIN;25.3;55.35;1.34;103.98
Johannesburg - Mauritius;MRU;JNB;-20.4;57.68;-26.13;28.23
Dubai - Frankfurt;DXB;FRA;25.3;55.35;50.05;8.56
Dubai - Munich;MUC;DXB;48.3;11.77;25.25;55.35
Dubai - Madras;DXB;MAA;25.3;55.35;13.05;80.23
Birmingham - Madras;BHX;MAA;25.3;55.35;13.05;80.23
Seoul - Tokyo;GMP;HND;37.6;126.79;35.55;139.75
Jakarta-soekarno - Tokyo;CGK;NRT;-6.1;106.66;35.75;140.39
New York - Riyadh;RUH;JFK;50.1;8.56;40.64;-73.79
Ft. Lauderdale - Philadelphia;PHL;FLL;45.1;-89.01;26.07;-80.13
Amsterdam - Moscow;AMS;SVO;52.3;4.75;55.96;37.42
Chicago - Cleveland;ORD;CLE;41.6;-98.93;45.46;-120.2
Milan - Trieste;TRS;LIN;45.7;13.77;45.47;9.18
San Francisco - Seoul;SFO;ICN;37.6;-122.39;37.45;126.66
London - New York;JFK;LHR;40.6;-73.79;51.47;-0.45
London - New York;LHR;JFK;51.5;-0.45;40.64;-73.79
Boston - Warsaw;WAW;BOS;47.5;8.57;42.21;-71
Berlin - Frankfurt;FRA;TXL;50.1;8.56;52.55;13.29
Frankfurt - Toronto;FRA;YYZ;50.1;8.56;43.68;-79.61
Miami - New York;MIA;JFK;33.4;-110.87;40.64;-73.79
Atlanta - St. Louis;STL;ATL;38.7;-90.36;42.94;-83.53
Hong Kong - Johannesburg;JNB;HKG;-26.1;28.23;22.32;113.94
New York - Vienna;JFK;VIE;40.6;-73.79;48.2;16.37
Newark - Rome;FCO;EWR;41.9;12.5;40.69;-74.18
Bogota - Lima;BOG;LIM;4.7;-74.14;-12.02;-77.11
Changsha - Hong Kong;HKG;CSX;22.3;113.94;28.17;113.08
Abu Dhabi - Johannesburg;JNB;AUH;-26.1;28.23;24.42;54.64
Accra - Cairo;CAI;ACC;30.1;31.25;5.6;-0.17
London - Milan;LHR;MXP;51.5;-0.45;45.47;9.18
Brisbane - Melbourne;BNE;MEL;-27.4;153.11;-37.67;144.85
Boston - Phoenix;BOS;PHX;42.2;-71;33.44;-112.03
London - Toronto;YYZ;YXU;43.7;-79.61;43.03;-81.15
Cairo - New York;JFK;CAI;40.6;-73.79;30.05;31.25
Bangalore - Bombay;BOM;BLR;19.1;72.86;12.8;77.65
Brussels - Geneva;GVA;BRU;46.2;6.11;50.89;4.48
Lagos - Newark;EWR;LOS;42.9;-83.53;6.58;3.32
Minneapolis - New York;MSP;JFK;44.9;-93.2;40.64;-73.79
Hong Kong - Shanghai;HKG;SHA;22.3;113.94;31.19;121.34
Dubai - Hyderabad;DXB;HYD;25.3;55.35;17.45;78.46
New York - Santiago;SCL;LGA;42.9;-83.53;40.77;-73.88
Ho Chi Minh - Singapore;SIN;SGN;1.3;103.98;10.82;106.66
Minneapolis - New York;LGA;MSP;40.8;-73.88;44.88;-93.2
Aspen - Newark;ASE;EWR;39.8;-104.86;40.69;-74.18
Beijing - Shanghai;PEK;SHA;40.1;116.58;31.19;121.34
Munich - Singapore;SIN;MUC;1.3;103.98;48.34;11.77
Lisbon - Milan;LIS;LIN;38.8;-9.13;45.47;9.18
Barcelona - Madrid;MAD;BCN;40.5;-3.58;41.3;2.08
Jacksonville - New York;JAX;JFK;33.8;-85.76;40.64;-73.79
Bangalore - Singapore;BLR;SIN;12.8;77.65;1.34;103.98
Beijing - Taipei;TPE;PEK;25.1;121.24;40.07;116.58
Bombay - Johannesburg;BOM;JNB;19.1;72.86;-26.13;28.23
Monroe - Newark;EWR;MLU;42.9;-83.53;32.51;-92.04
Munich - Vienna;MUC;VIE;48.3;11.77;48.2;16.37
Kuala Lumpur - Singapore;KUL;SIN;2.8;101.71;1.34;103.98
London - Madrid;LCY;MAD;51.5;0.05;40.46;-3.58
Gaborone - Lusaka;GBE;LUN;-26.1;28.23;-15.33;28.45
Geneva - Manchester;MAN;GVA;53.4;0.1;46.23;6.11
London - Rotterdam;LCY;RTM;51.5;0.05;51.95;4.43
London - Seoul;ICN;LCY;51.5;-0.45;51.5;0.05
Frankfurt - Geneva;GVA;FRA;46.2;6.11;50.05;8.56
Delhi - Johannesburg;DEL;JNB;25.3;55.35;-26.13;28.23
New York - Vancouver;LGA;YVR;43.7;-79.61;49.19;-123.17
Dubai - London;LHR;DXB;51.5;-0.45;25.25;55.35
Nice - Sao Paulo;GRU;NCE;51.5;-0.45;43.67;7.21
Seattle - Vancouver;SEA;YVR;39.9;-75.59;49.19;-123.17
Paris - Rabat;CDG;RBA;49;2.54;30.74;-6.45
Entebbe/kampala - Johannesburg;JNB;EBB;-26.1;28.23;0.04;32.44
Chicago - Moscow;ORD;DME;51.5;-0.45;55.42;37.9
Melbourne - Singapore;MEL;SIN;-37.7;144.85;1.34;103.98
Los Angeles - San Francisco;SFO;LAX;37.6;-122.39;34.05;-118.24
Mahon - Menorca - Palma ;MAH;PMI;39.9;4.23;39.54;2.73
Beijing - Paris;PEK;CDG;40.1;116.58;49.01;2.54
Marseille - Paris;ORY;MRS;48.7;2.37;43.29;5.37
Genoa - London;GOA;LGW;44.4;8.94;51.16;-0.16
Hong Kong - San Francisco;HKG;SFO;22.3;113.94;37.61;-122.39
Mexico City - Sao Paulo;MEX;GRU;19.4;-99.16;-23.42;-46.48
Seoul - Zurich;ICN;ZRH;50.1;8.56;47.45;8.57
London - Zurich;ZRH;LHR;47.5;8.57;51.47;-0.45
Brasilia - Newark;EWR;BSB;42.9;-83.53;-15.86;-47.91
Canberra - Sydney;CBR;SYD;-35.3;149.19;-33.92;151.23
Canberra - Melbourne;MEL;CBR;-37.7;144.85;-35.31;149.19
Newark - Washington Dc;IAD;EWR;39;-77.45;40.69;-74.18
London - Zagreb;LGW;ZAG;51.2;-0.16;45.73;16.06
New York - Richmond;RIC;JFK;45.8;-94.22;40.64;-73.79
Ankara-esenboga - Istanbul;ESB;IST;40.1;32.99;41.04;28.99
New York - Sydney;JFK;SYD;40.6;-73.79;-33.92;151.23
New York - Seoul;JFK;ICN;40.6;-73.79;37.45;126.66
Johannesburg - Windhoek;WDH;JNB;-22.5;17.47;-26.13;28.23
Houston - Sao Paulo;GRU;IAH;-23.4;-46.48;29.98;-95.34
Maputo - Sao Paulo;GRU;MPM;-26.1;28.23;-25.92;32.57
Boston - New York;BOS;JFK;42.2;-71;40.64;-73.79
Geneva - Mexico City;GVA;MEX;51.5;-0.45;19.43;-99.16
Bombay - Tokyo;BOM;NRT;19.1;72.86;35.75;140.39
Los Angeles - Portland;PDX;LAX;45.6;-122.59;34.05;-118.24
Bangalore - Poona;BLR;PNQ;12.8;77.65;18.58;73.91
Frankfurt - Poona;PNQ;FRA;18.6;73.91;50.05;8.56
Bangalore - Singapore;SIN;BLR;1.3;103.98;12.8;77.65
Frankfurt - Tokyo;FRA;NRT;50.1;8.56;35.75;140.39
Seoul - Zurich;ZRH;ICN;50.1;8.56;37.45;126.66
Los Angeles - Portland;LAX;PWM;45.1;-89.01;43.65;-70.31
London - San Francisco;SFO;LHR;37.6;-122.39;51.47;-0.45
Funchal Madeira - Lisbon;LIS;FNC;38.8;-9.13;32.69;-16.77
Bombay - London;BOM;LHR;19.1;72.86;51.47;-0.45
Amsterdam - Geneva;AMS;GVA;52.3;4.75;46.23;6.11
Singapore - Tokyo;HND;SIN;35.6;139.75;1.34;103.98
Boston - Los Angeles;BOS;LAX;42.2;-71;34.05;-118.24
Charlotte - New York;JFK;CLT;40.6;-73.79;35.22;-80.95
San Francisco - Toronto;YYZ;SFO;43.7;-79.61;37.61;-122.39
Dubai - Mahe Island;SEZ;DXB;-4.7;55.52;25.25;55.35
London - Porto;LGW;OPO;51.2;-0.16;41.24;-8.67
Nairobi - Singapore;SIN;NBO;25.3;51.56;-1.28;36.81
Bombay - Frankfurt;BOM;FRA;19.1;72.86;50.05;8.56
Birmingham - Dubai;DXB;BHX;25.3;55.35;52.45;-1.73
Hong Kong - Toronto;HKG;YYZ;22.3;113.94;43.68;-79.61
Manila - Newark;MNL;EWR;35.8;140.39;40.69;-74.18
Delhi - Tokyo;DEL;NRT;28.7;77.26;35.75;140.39
Accra - New York;ACC;JFK;42.9;-83.53;40.64;-73.79
Basel-Mulhouse-Freiburg - Frankfurt;FRA;BSL;50.1;8.56;47.55;7.59
Philadelphia - Toronto;YYZ;PHL;43.7;-79.61;45.05;-89.01
New York - Raleigh/durham;JFK;RDU;40.6;-73.79;35.87;-78.79
New York - Washington Dc;LGA;IAD;40.8;-73.88;38.96;-77.45
Lusaka - Nairobi;NBO;LUN;-1.3;36.81;-15.33;28.45
San Francisco - Shanghai;PVG;SFO;31.1;121.8;37.61;-122.39
Beijing - Newark;EWR;PEK;40.7;-74.18;40.07;116.58
San Francisco - Zurich;SFO;ZRH;50.1;8.56;47.45;8.57
Newark - Zurich;ZRH;EWR;47.5;8.57;40.69;-74.18
London - Munich;LHR;MUC;51.5;-0.45;48.34;11.77
Birmingham - Guernsey ;BHX;GCI;52.5;-1.73;49.43;-2.6
Dallas - Paris;CDG;DFW;49;2.54;32.87;-97.04
Seoul - Washington Dc;IAD;ICN;39;-77.45;37.45;126.66
Bombay - Kuala Lumpur;KUL;BOM;2.8;101.71;19.09;72.86
Doha - Osaka;DOH;KIX;25.3;51.56;34.43;135.24
Doha - Dubai;DXB;DOH;25.3;55.35;25.27;51.56
New York - South Bend;SBN;LGA;41.6;-98.93;40.77;-73.88
Newark - Sao Paulo;EWR;GRU;40.7;-74.18;-23.42;-46.48
Curitiba - Sao Paulo;CGH;CWB;-23.6;-46.66;-25.54;-49.17
Lisbon - Paris;CDG;LIS;49;2.54;38.77;-9.13
Beijing - Shanghai;PEK;SHA;40.1;116.58;31.19;121.34
New York - Rio De Janeiro;JFK;GIG;40.6;-73.79;-22.81;-43.24
Prague - Singapore;PRG;SIN;51.5;-0.45;1.34;103.98
Manchester - Shanghai;MAN;PVG;25.3;55.35;31.12;121.8
Paris - Toronto;YYZ;CDG;43.7;-79.61;49.01;2.54
Doha - Melbourne;DOH;MEL;25.3;51.56;-37.67;144.85
Frankfurt - Seoul;ICN;FRA;37.5;126.66;50.05;8.56
Lyon - Nice;NCE;LYS;43.7;7.21;43.13;-0.35
Amsterdam - London;LTN;AMS;51.9;-0.37;52.31;4.75
Dallas - Houston;IAH;DFW;30;-95.34;32.87;-97.04
Edinburgh - Stockholm;EDI;ARN;55.6;12.64;60.74;15.85
London - New York;JFK;LHR;40.6;-73.79;51.47;-0.45
Chicago - New York;LGA;ORD;40.8;-73.88;41.6;-98.93
Kisumu - London;LHR;KIS;-1.3;36.81;-0.09;34.73
Boston - New York;BOS;LGA;42.2;-71;40.77;-73.88
London - Santiago;SCL;LHR;49;2.54;51.47;-0.45
Los Angeles - Paris;CDG;LAX;40.8;-111.89;34.05;-118.24
Paris - Seoul;ICN;CDG;37.5;126.66;49.01;2.54
Los Angeles - Phoenix;LAX;PHX;34.1;-118.24;33.44;-112.03
Doha - Singapore;SIN;DOH;1.3;103.98;25.27;51.56
Madrid - Nice;NCE;MAD;43.7;7.21;40.46;-3.58
Ljubljana - London;LHR;LJU;50.1;8.56;46.23;14.46
Chicago - Fort Meyers;RSW;ORD;26.5;-81.75;41.6;-98.93
Calgary - Frankfurt;FRA;YYC;50.1;8.56;51.13;-114.01
Johannesburg - London;JNB;LHR;-26.1;28.23;51.47;-0.45
Miami - New York;LGA;MIA;40.8;-73.88;33.4;-110.87
Frankfurt - Geneva;GVA;FRA;46.2;6.11;50.05;8.56
Madrid - San Sebastian;EAS;MAD;43.4;-1.79;40.46;-3.58
Colombo - Dubai;DXB;CMB;25.3;55.35;7.18;79.89
London - Rio De Janeiro;LHR;GIG;51.5;-0.45;-22.81;-43.24
Beijing - Singapore;SIN;PEK;1.3;103.98;40.07;116.58
Lima - Mexico City;MEX;LIM;19.4;-99.16;-12.02;-77.11
Amsterdam - London;LHR;AMS;51.5;-0.45;52.31;4.75
Montevideo - New York;MVD;JFK;33.4;-110.87;40.64;-73.79
Durban - London;LHR;DUR;-26.1;28.23;-29.96;30.95
Florence - London;LGW;FLR;51.2;-0.16;43.8;11.2
Milan - Paris;LIN;CDG;45.5;9.18;49.01;2.54
Lisbon - New York;NYC;LIS;51.5;-0.45;38.77;-9.13
